Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
176,Lindsey Hunter,PG,26,DET,82,76,3023,421,1042,.404,166,468,.355,255,574,.444,.484,158,203,.778,59,174,233,154,129,24,96,206,1166,hunteli01
177,Bobby Hurley,PG,25,SAC,49,12,632,46,125,.368,14,45,.311,32,80,.400,.424,37,53,.698,9,29,38,146,27,3,55,53,143,hurlebo01
178,Allen Iverson*,PG,21,PHI,76,74,3045,625,1504,.416,155,455,.341,470,1049,.448,.467,382,544,.702,115,197,312,567,157,24,337,233,1787,iversal01
179,Jaren Jackson,SG,29,WSB,75,0,1133,134,329,.407,53,158,.335,81,171,.474,.488,53,69,.768,31,101,132,65,45,16,60,131,374,jacksja01
180,Jim Jackson,SG-SF,26,TOT,77,77,2831,444,1029,.431,86,247,.348,358,782,.458,.473,252,310,.813,132,279,411,316,86,32,208,194,1226,jacksji01
180,Jim Jackson,SG,26,DAL,46,46,1676,260,588,.442,46,139,.331,214,449,.477,.481,148,188,.787,81,146,227,156,57,15,107,113,714,jacksji01
180,Jim Jackson,SF,26,NJN,31,31,1155,184,441,.417,40,108,.370,144,333,.432,.463,104,122,.852,51,133,184,160,29,17,101,81,512,jacksji01
181,Mark Jackson,PG,31,TOT,82,82,3054,289,679,.426,66,178,.371,223,501,.445,.474,168,213,.789,91,304,395,935,97,12,274,161,812,jacksma01
181,Mark Jackson,PG,31,DEN,52,52,2001,192,452,.425,48,121,.397,144,331,.435,.478,109,136,.801,71,200,271,641,51,9,172,104,541,jacksma01
181,Mark Jackson,PG,31,IND,30,30,1053,97,227,.427,18,57,.316,79,170,.465,.467,59,77,.766,20,104,124,294,46,3,102,57,271,jacksma01
182,Henry James,PF,31,ATL,53,15,945,125,306,.408,76,181,.420,49,125,.392,.533,30,36,.833,27,54,81,21,11,1,29,98,356,jameshe01
183,Chris Jent,SF,27,NYK,3,0,10,2,6,.333,2,3,.667,0,3,.000,.500,0,0,,1,0,1,1,0,0,0,2,6,jentch01
184,Avery Johnson,PG,31,SAS,76,76,2472,327,685,.477,6,26,.231,321,659,.487,.482,140,203,.690,32,115,147,513,96,15,146,158,800,johnsav01
185,Eddie Johnson,SF,37,TOT,52,2,913,160,362,.442,49,131,.374,111,231,.481,.510,55,68,.809,27,111,138,52,15,2,47,81,424,johnsed03
185,Eddie Johnson,SF,37,IND,28,0,306,59,136,.434,9,28,.321,50,108,.463,.467,20,27,.741,3,37,40,17,5,1,17,33,147,johnsed03
