Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,season
1,Precious Achiuwa,C,23,TOR,55,12,1140,196,404,.485,29,108,.269,167,296,.564,.521,87,124,.702,100,228,328,50,31,30,59,102,508,achiupr01,2023
2,Steven Adams,C,29,MEM,42,42,1133,157,263,.597,0,1,.000,157,262,.599,.597,47,129,.364,214,271,485,97,36,46,79,98,361,adamsst01,2023
3,Bam Adebayo,C,25,MIA,75,75,2598,602,1114,.540,1,12,.083,601,1102,.545,.541,324,402,.806,184,504,688,240,88,61,187,208,1529,adebaba01,2023
4,Ochai Agbaji,SG,22,UTA,59,22,1209,165,386,.427,81,228,.355,84,158,.532,.532,56,69,.812,43,78,121,67,16,15,41,99,467,agbajoc01,2023
5,Santi Aldama,PF,22,MEM,77,20,1682,247,525,.470,94,266,.353,153,259,.591,.560,108,144,.750,85,286,371,97,45,48,60,143,696,aldamsa01,2023
6,Nickeil Alexander-Walker,SG,24,TOT,59,3,884,131,295,.444,61,159,.384,70,136,.515,.547,40,60,.667,15,86,101,108,32,21,55,88,363,alexani01,2023
6,Nickeil Alexander-Walker,SG,24,UTA,36,3,528,83,170,.488,35,87,.402,48,83,.578,.591,27,39,.692,8,51,59,76,24,14,45,58,228,alexani01,2023
6,Nickeil Alexander-Walker,SG,24,MIN,23,0,356,48,125,.384,26,72,.361,22,53,.415,.488,13,21,.619,7,35,42,32,8,7,10,30,135,alexani01,2023
7,Grayson Allen,SG,27,MIL,72,70,1972,245,557,.440,146,366,.399,99,191,.518,.571,114,126,.905,61,176,237,163,62,14,72,117,750,allengr01,2023
8,Jarrett Allen,C,24,CLE,68,68,2220,403,626,.644,1,10,.100,402,616,.653,.645,162,221,.733,221,445,666,113,54,84,93,153,969,allenja01,2023
9,Jose Alvarado,PG,24,NOP,61,10,1310,201,489,.411,83,247,.336,118,242,.488,.496,65,80,.813,28,113,141,186,67,10,81,125,550,alvarjo01,2023
10,Kyle Anderson,PF,29,MIN,69,46,1957,252,495,.509,43,105,.410,209,390,.536,.553,100,136,.735,66,302,368,335,78,63,103,146,647,anderky01,2023
11,Giannis Antetokounmpo,PF,28,MIL,63,63,2024,707,1278,.553,47,171,.275,660,1107,.596,.572,498,772,.645,137,605,742,359,52,51,246,197,1959,antetgi01,2023
12,Thanasis Antetokounmpo,PF,30,MIL,37,0,206,20,46,.435,0,8,.000,20,38,.526,.435,11,22,.500,15,29,44,15,3,3,12,22,51,antetth01,2023
13,Cole Anthony,PG,22,ORL,60,4,1552,277,610,.454,75,206,.364,202,404,.500,.516,152,170,.894,47,241,288,235,37,31,91,158,781,anthoco01,2023
14,OG Anunoby,SF,25,TOR,67,67,2386,421,885,.476,142,367,.387,279,518,.539,.556,140,167,.838,95,237,332,131,128,50,132,200,1124,anunoog01,2023
15,Ryan Arcidiacono,PG,28,TOT,20,4,172,9,37,.243,8,23,.348,1,14,.071,.351,0,0,,0,15,15,23,5,0,7,17,26,arcidry01,2023
15,Ryan Arcidiacono,PG,28,NYK,11,0,26,1,5,.200,1,3,.333,0,2,.000,.300,0,0,,0,4,4,2,2,0,1,3,3,arcidry01,2023
15,Ryan Arcidiacono,PG,28,POR,9,4,146,8,32,.250,7,20,.350,1,12,.083,.359,0,0,,0,11,11,21,3,0,6,14,23,arcidry01,2023
16,Deni Avdija,SF,22,WAS,76,40,2020,253,579,.437,69,232,.297,184,347,.530,.497,122,165,.739,74,413,487,211,65,29,123,209,697,avdijde01,2023
17,Deandre Ayton,C,24,PHO,67,67,2035,522,887,.589,7,24,.292,515,863,.597,.592,152,200,.760,172,495,667,115,37,53,120,190,1203,aytonde01,2023
18,Udoka Azubuike,C,23,UTA,36,4,359,59,72,.819,0,0,,59,72,.819,.819,7,20,.350,31,88,119,11,6,15,18,34,125,azubuud01,2023
19,Marvin Bagley III,C,23,DET,42,25,990,202,382,.529,19,66,.288,183,316,.579,.554,81,108,.750,94,175,269,36,19,30,46,81,504,baglema01,2023
20,Patrick Baldwin Jr.,SF,20,GSW,31,0,226,43,109,.394,32,84,.381,11,25,.440,.541,4,6,.667,1,39,40,11,6,4,11,14,122,baldwpa01,2023
21,LaMelo Ball,PG,21,CHO,36,36,1268,296,721,.411,144,383,.376,152,338,.450,.510,102,122,.836,42,189,231,304,46,11,129,118,838,ballla01,2023
22,Mo Bamba,C,24,TOT,49,7,769,117,241,.485,48,124,.387,69,117,.590,.585,41,62,.661,58,167,225,46,13,43,30,105,323,bambamo01,2023
22,Mo Bamba,C,24,ORL,40,6,681,106,214,.495,43,108,.398,63,106,.594,.596,35,51,.686,47,137,184,42,12,38,22,86,290,bambamo01,2023
22,Mo Bamba,C,24,LAL,9,1,88,11,27,.407,5,16,.313,6,11,.545,.500,6,11,.545,11,30,41,4,1,5,8,19,33,bambamo01,2023
23,Paolo Banchero,PF,20,ORL,72,72,2430,479,1122,.427,85,285,.298,394,837,.471,.465,394,534,.738,84,413,497,269,60,39,200,160,1437,banchpa01,2023
24,Desmond Bane,SG,24,MEM,58,58,1841,450,939,.479,166,407,.408,284,532,.534,.568,181,205,.883,43,248,291,254,56,22,126,150,1247,banede01,2023
25,Dalano Banton,PG,23,TOR,31,2,279,55,130,.423,15,51,.294,40,79,.506,.481,17,24,.708,11,34,45,36,13,13,18,34,142,bantoda01,2023
26,Dominick Barlow,PF,19,SAS,28,0,408,46,86,.535,0,4,.000,46,82,.561,.535,18,25,.720,46,56,102,24,10,19,15,56,110,barlodo01,2023
27,Harrison Barnes,PF,30,SAC,82,82,2662,374,791,.473,132,353,.374,242,438,.553,.556,350,413,.847,87,279,366,128,57,10,86,103,1230,barneha02,2023
28,Scottie Barnes,SF,21,TOR,77,76,2678,463,1016,.456,63,224,.281,400,792,.505,.487,190,246,.772,179,333,512,371,83,61,154,170,1179,barnesc01,2023
29,RJ Barrett,SG,22,NYK,73,73,2475,510,1176,.434,121,390,.310,389,786,.495,.485,290,392,.740,60,308,368,201,31,15,164,179,1431,barrerj01,2023
30,Will Barton,SG,32,TOT,56,2,993,138,364,.379,66,180,.367,72,184,.391,.470,37,47,.787,15,122,137,112,28,13,48,56,379,bartowi01,2023
30,Will Barton,SG,32,WAS,40,0,782,110,285,.386,52,138,.377,58,147,.395,.477,35,45,.778,10,101,111,95,17,10,45,39,307,bartowi01,2023
30,Will Barton,SG,32,TOR,16,2,211,28,79,.354,14,42,.333,14,37,.378,.443,2,2,1.000,5,21,26,17,11,3,3,17,72,bartowi01,2023
31,Charles Bassey,C,22,SAS,35,2,508,87,135,.644,3,8,.375,84,127,.661,.656,22,37,.595,75,118,193,47,16,33,41,74,199,bassech01,2023
32,Keita Bates-Diop,PF,27,SAS,67,42,1452,236,465,.508,56,142,.394,180,323,.557,.568,119,150,.793,65,183,248,103,46,20,56,63,647,bateske01,2023
33,Nicolas Batum,PF,34,LAC,78,19,1709,160,381,.420,124,317,.391,36,64,.563,.583,34,48,.708,62,237,299,121,54,44,50,149,478,batumni01,2023
34,Darius Bazley,C,22,TOT,43,1,616,83,183,.454,20,53,.377,63,130,.485,.508,38,70,.543,34,104,138,38,22,34,27,44,224,bazleda01,2023
34,Darius Bazley,C,22,OKC,36,1,555,71,158,.449,18,45,.400,53,113,.469,.506,36,65,.554,29,93,122,32,19,29,22,35,196,bazleda01,2023
34,Darius Bazley,C,22,PHO,7,0,61,12,25,.480,2,8,.250,10,17,.588,.520,2,5,.400,5,11,16,6,3,5,5,9,28,bazleda01,2023
35,Bradley Beal,SG,29,WAS,50,50,1673,444,878,.506,80,219,.365,364,659,.552,.551,192,228,.842,41,155,196,271,45,33,145,107,1160,bealbr01,2023
36,Malik Beasley,SG,26,TOT,81,27,2093,370,937,.395,235,658,.357,135,279,.484,.520,50,65,.769,35,248,283,124,65,9,90,107,1025,beaslma01,2023
36,Malik Beasley,SG,26,UTA,55,13,1472,265,669,.396,169,471,.359,96,198,.485,.522,37,44,.841,27,170,197,93,44,8,60,75,736,beaslma01,2023
36,Malik Beasley,SG,26,LAL,26,14,621,105,268,.392,66,187,.353,39,81,.481,.515,13,21,.619,8,78,86,31,21,1,30,32,289,beaslma01,2023
37,MarJon Beauchamp,SF,22,MIL,52,11,701,96,243,.395,47,142,.331,49,101,.485,.492,27,37,.730,38,77,115,35,21,7,45,71,266,beaucma01,2023
38,Dāvis Bertāns,PF,30,DAL,45,1,492,69,160,.431,55,141,.390,14,19,.737,.603,13,15,.867,10,43,53,21,11,8,10,53,206,bertada01,2023
39,Patrick Beverley,SG-PG,34,TOT,67,67,1816,144,360,.400,80,239,.335,64,121,.529,.511,47,65,.723,44,203,247,194,63,41,60,187,415,beverpa01,2023
39,Patrick Beverley,SG,34,LAL,45,45,1211,97,241,.402,55,158,.348,42,83,.506,.517,39,50,.780,24,116,140,118,40,25,42,124,288,beverpa01,2023
39,Patrick Beverley,PG,34,CHI,22,22,605,47,119,.395,25,81,.309,22,38,.579,.500,8,15,.533,20,87,107,76,23,16,18,63,127,beverpa01,2023
40,Saddiq Bey,SF,23,TOT,77,37,2129,353,836,.422,151,418,.361,202,418,.483,.513,205,238,.861,98,264,362,118,70,13,71,123,1062,beysa01,2023
40,Saddiq Bey,SF,23,DET,52,30,1500,245,606,.404,101,293,.345,144,313,.460,.488,180,209,.861,59,183,242,84,50,12,54,86,771,beysa01,2023
40,Saddiq Bey,SF,23,ATL,25,7,629,108,230,.470,50,125,.400,58,105,.552,.578,25,29,.862,39,81,120,34,20,1,17,37,291,beysa01,2023
41,Khem Birch,C,30,TOR,20,0,162,19,32,.594,1,2,.500,18,30,.600,.609,4,5,.800,8,17,25,7,5,5,8,24,43,birchkh01,2023
42,Goga Bitadze,C,23,TOT,38,1,457,69,125,.552,6,26,.231,63,99,.636,.576,23,42,.548,61,76,137,39,16,26,22,64,167,bitadgo01,2023
42,Goga Bitadze,C,23,IND,21,0,202,27,52,.519,4,14,.286,23,38,.605,.558,11,24,.458,25,24,49,18,9,10,12,34,69,bitadgo01,2023
42,Goga Bitadze,C,23,ORL,17,1,255,42,73,.575,2,12,.167,40,61,.656,.589,12,18,.667,36,52,88,21,7,16,10,30,98,bitadgo01,2023
43,Bismack Biyombo,C,30,PHO,61,14,874,119,206,.578,0,0,,119,206,.578,.578,25,70,.357,89,171,260,56,18,88,51,114,263,biyombi01,2023
44,Buddy Boeheim,SF,23,DET,10,0,90,5,27,.185,4,25,.160,1,2,.500,.259,2,2,1.000,2,4,6,4,2,0,0,6,16,boehebu01,2023
45,Bogdan Bogdanović,SG,30,ATL,54,9,1508,273,611,.447,146,360,.406,127,251,.506,.566,64,77,.831,23,142,165,150,43,18,65,86,756,bogdabo01,2023
46,Bojan Bogdanović,PF,33,DET,59,59,1893,430,882,.488,145,353,.411,285,529,.539,.570,268,303,.884,36,187,223,152,34,8,135,113,1273,bogdabo02,2023
47,Bol Bol,PF,23,ORL,70,33,1505,261,478,.546,30,113,.265,231,365,.633,.577,82,108,.759,69,336,405,69,30,85,112,92,634,bolbo01,2023
48,Leandro Bolmaro,SF,22,UTA,14,0,68,3,20,.150,0,4,.000,3,16,.188,.150,0,0,,4,3,7,7,3,1,7,10,6,bolmale01,2023
49,Devin Booker,SG,26,PHO,53,53,1835,527,1067,.494,111,316,.351,416,751,.554,.546,306,358,.855,46,194,240,293,51,18,145,159,1471,bookede01,2023
50,Brandon Boston Jr.,SF,21,LAC,22,1,248,51,122,.418,12,29,.414,39,93,.419,.467,29,38,.763,7,23,30,20,9,0,12,21,143,bostobr01,2023
51,Chris Boucher,PF,30,TOR,76,0,1523,261,529,.493,62,189,.328,199,340,.585,.552,128,168,.762,157,264,421,29,47,64,41,143,712,bouchch01,2023
52,James Bouknight,SG,22,CHO,34,0,515,69,193,.358,33,109,.303,36,84,.429,.443,20,30,.667,8,64,72,41,14,5,32,49,191,bouknja01,2023
53,Jamaree Bouyea,PG,23,TOT,5,0,71,6,14,.429,2,6,.333,4,8,.500,.500,1,2,.500,1,5,6,4,4,2,4,6,15,bouyeja01,2023
53,Jamaree Bouyea,PG,23,MIA,4,0,65,6,13,.462,2,5,.400,4,8,.500,.538,1,2,.500,1,4,5,4,4,2,4,5,15,bouyeja01,2023
53,Jamaree Bouyea,PG,23,WAS,1,0,6,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,1,1,0,0,0,0,1,0,bouyeja01,2023
54,Tony Bradley,C,25,CHI,12,0,33,6,12,.500,3,5,.600,3,7,.429,.625,4,4,1.000,1,10,11,1,1,1,1,2,19,bradlto01,2023
55,Malaki Branham,SG,19,SAS,66,32,1550,269,611,.440,77,255,.302,192,356,.539,.503,58,70,.829,28,153,181,127,33,7,76,115,673,branhma01,2023
56,Jarrell Brantley,PF,26,UTA,4,0,39,8,14,.571,4,9,.444,4,5,.800,.714,2,2,1.000,1,5,6,3,0,2,2,3,22,brantja01,2023
57,Christian Braun,SG,21,DEN,76,6,1181,143,289,.495,34,96,.354,109,193,.565,.554,40,64,.625,48,133,181,59,41,17,35,101,360,braunch01,2023
58,Mikal Bridges,SF-SG,26,TOT,83,83,2963,593,1267,.468,169,442,.382,424,825,.514,.535,316,353,.895,79,285,364,273,91,61,127,159,1671,bridgmi01,2023
58,Mikal Bridges,SF,26,PHO,56,56,2040,354,764,.463,101,261,.387,253,503,.503,.529,156,174,.897,56,187,243,201,65,45,78,115,965,bridgmi01,2023
58,Mikal Bridges,SG,26,BRK,27,27,923,239,503,.475,68,181,.376,171,322,.531,.543,160,179,.894,23,98,121,72,26,16,49,44,706,bridgmi01,2023
59,Oshae Brissett,PF,24,IND,65,2,1083,123,319,.386,48,155,.310,75,164,.457,.461,104,145,.717,62,156,218,44,33,13,34,79,398,brissos01,2023
60,Malcolm Brogdon,PG,30,BOS,67,0,1744,354,732,.484,132,297,.444,222,435,.510,.574,160,184,.870,42,238,280,248,45,18,98,109,1000,brogdma01,2023
61,Dillon Brooks,SF,27,MEM,73,73,2214,392,991,.396,143,439,.326,249,552,.451,.468,120,154,.779,45,199,244,189,65,16,104,240,1047,brookdi01,2023
62,Bruce Brown,SF,26,DEN,80,31,2280,358,741,.483,91,254,.358,267,487,.548,.545,116,153,.758,63,265,328,268,87,51,123,190,923,brownbr01,2023
63,Greg Brown III,PF,21,POR,16,0,93,11,28,.393,1,7,.143,10,21,.476,.411,5,12,.417,2,17,19,3,4,5,6,13,28,browngr01,2023
64,Jaylen Brown,SF,26,BOS,67,67,2405,679,1383,.491,163,487,.335,516,896,.576,.550,263,344,.765,78,381,459,232,75,26,197,172,1784,brownja02,2023
65,Kendall Brown,SG,19,IND,6,0,40,4,7,.571,0,1,.000,4,6,.667,.571,1,2,.500,2,4,6,3,4,0,2,9,9,brownke03,2023
66,Moses Brown,C,23,TOT,36,1,294,61,96,.635,0,0,,61,96,.635,.635,33,72,.458,57,82,139,4,4,14,15,39,155,brownmo01,2023
66,Moses Brown,C,23,LAC,34,1,288,61,96,.635,0,0,,61,96,.635,.635,33,72,.458,57,82,139,4,3,14,14,38,155,brownmo01,2023
66,Moses Brown,C,23,BRK,2,0,6,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,1,0,1,1,0,brownmo01,2023
67,Sterling Brown,SF,27,LAL,4,0,24,0,4,.000,0,2,.000,0,2,.000,.000,0,0,,3,5,8,2,3,0,0,4,0,brownst02,2023
68,Troy Brown Jr.,SF,23,LAL,76,45,1860,200,465,.430,107,281,.381,93,184,.505,.545,34,39,.872,62,246,308,95,59,16,49,120,541,browntr01,2023
69,Jalen Brunson,PG,26,NYK,68,68,2379,587,1195,.491,134,322,.416,453,873,.519,.547,325,392,.829,40,201,241,421,61,15,142,152,1633,brunsja01,2023
70,Thomas Bryant,C,25,TOT,59,26,1081,230,369,.623,26,59,.441,204,310,.658,.659,93,126,.738,86,253,339,31,16,30,38,102,579,bryanth01,2023
70,Thomas Bryant,C,25,LAL,41,25,876,197,301,.654,22,50,.440,175,251,.697,.691,80,108,.741,67,212,279,29,14,23,28,77,496,bryanth01,2023
70,Thomas Bryant,C,25,DEN,18,1,205,33,68,.485,4,9,.444,29,59,.492,.515,13,18,.722,19,41,60,2,2,7,10,25,83,bryanth01,2023
71,Reggie Bullock,SF,31,DAL,78,55,2364,192,470,.409,151,397,.380,41,73,.562,.569,26,37,.703,32,251,283,108,54,13,36,166,561,bullore01,2023
72,Alec Burks,SG,31,DET,51,8,1122,200,459,.436,99,239,.414,101,220,.459,.544,153,188,.814,19,139,158,114,38,8,58,98,652,burksal01,2023
73,Deonte Burton,PF,29,SAC,2,0,6,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,burtode02,2023
74,Jared Butler,PG,22,OKC,6,1,77,15,32,.469,7,14,.500,8,18,.444,.578,0,0,,1,3,4,8,5,0,5,5,37,butleja02,2023
75,Jimmy Butler,PF,33,MIA,64,64,2138,479,888,.539,36,103,.350,443,785,.564,.560,472,555,.850,141,234,375,340,117,21,101,80,1466,butleji01,2023
76,John Butler,C,20,POR,19,1,221,17,53,.321,8,35,.229,9,18,.500,.396,3,4,.750,3,14,17,11,7,9,1,22,45,butlejo01,2023
77,Jamal Cain,PF,23,MIA,18,0,240,37,66,.561,7,20,.350,30,46,.652,.614,17,22,.773,15,37,52,12,11,1,6,21,98,cainja01,2023
78,Kentavious Caldwell-Pope,SG,29,DEN,76,76,2381,292,632,.462,135,319,.423,157,313,.502,.569,103,125,.824,35,173,208,183,112,35,86,145,822,caldwke01,2023
79,Facundo Campazzo,PG,31,DAL,8,0,52,3,13,.231,3,11,.273,0,2,.000,.346,1,2,.500,0,2,2,9,6,0,3,3,10,campafa01,2023
80,Vlatko Čančar,PF,25,DEN,60,9,889,108,227,.476,43,115,.374,65,112,.580,.570,38,41,.927,24,104,128,80,22,14,37,84,297,cancavl01,2023
81,Clint Capela,C,28,ATL,65,63,1730,350,536,.653,0,1,.000,350,535,.654,.653,79,131,.603,258,459,717,58,45,79,54,139,779,capelca01,2023
82,Vernon Carey Jr.,C,21,WAS,11,0,28,2,8,.250,0,0,,2,8,.250,.250,2,2,1.000,3,8,11,3,2,2,2,5,6,careyve01,2023
83,Jevon Carter,PG,27,MIL,81,39,1810,239,565,.423,142,337,.421,97,228,.425,.549,31,38,.816,35,167,202,197,66,29,78,158,651,carteje01,2023
84,Wendell Carter Jr.,C,23,ORL,57,54,1690,322,613,.525,80,225,.356,242,388,.624,.591,144,195,.738,120,377,497,132,30,33,106,159,868,cartewe01,2023
85,Michael Carter-Williams,PG,31,ORL,4,0,44,6,14,.429,1,3,.333,5,11,.455,.464,4,7,.571,1,4,5,7,1,1,4,5,17,cartemi01,2023
86,Alex Caruso,PG,28,CHI,67,36,1575,130,286,.455,55,151,.364,75,135,.556,.551,59,73,.808,42,154,196,193,98,46,77,159,374,carusal01,2023
87,Julian Champagnie,SF,21,TOT,17,3,320,59,130,.454,33,82,.402,26,48,.542,.581,14,17,.824,10,50,60,10,6,5,11,26,165,champju02,2023
87,Julian Champagnie,SF,21,PHI,2,0,7,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,0,0,0,1,0,0,0,0,champju02,2023
87,Julian Champagnie,SF,21,SAS,15,3,313,59,128,.461,33,81,.407,26,47,.553,.590,14,17,.824,10,50,60,10,5,5,11,26,165,champju02,2023
88,Justin Champagnie,SF,21,TOT,5,0,34,5,15,.333,1,5,.200,4,10,.400,.367,0,0,,3,5,8,4,1,0,0,2,11,champju01,2023
88,Justin Champagnie,SF,21,TOR,3,0,11,3,3,1.000,0,0,,3,3,1.000,1.000,0,0,,1,3,4,1,0,0,0,1,6,champju01,2023
88,Justin Champagnie,SF,21,BOS,2,0,23,2,12,.167,1,5,.200,1,7,.143,.208,0,0,,2,2,4,3,1,0,0,1,5,champju01,2023
89,Kennedy Chandler,PG,20,MEM,36,0,281,35,83,.422,2,15,.133,33,68,.485,.434,6,13,.462,9,29,38,58,12,5,18,15,78,chandke01,2023
90,Max Christie,SG,19,LAL,41,3,512,44,106,.415,26,62,.419,18,44,.409,.538,14,16,.875,7,68,75,21,9,7,13,33,128,chrisma02,2023
91,Josh Christopher,SG,21,HOU,64,2,786,153,329,.465,21,89,.236,132,240,.550,.497,45,60,.750,20,51,71,73,33,15,60,59,372,chrisjo01,2023
92,Brandon Clarke,PF,26,MEM,56,8,1090,229,349,.656,1,6,.167,228,343,.665,.658,99,137,.723,92,218,310,72,34,37,55,131,558,clarkbr01,2023
93,Jordan Clarkson,SG,30,UTA,61,61,1988,458,1031,.444,155,459,.338,303,572,.530,.519,200,245,.816,72,174,246,270,33,13,186,120,1271,clarkjo01,2023
94,Nic Claxton,C,23,BRK,76,76,2271,414,587,.705,0,2,.000,414,585,.708,.705,133,246,.541,184,518,702,144,65,189,96,212,961,claxtni01,2023
95,Amir Coffey,SF,25,LAC,50,9,625,56,145,.386,11,40,.275,45,105,.429,.424,49,63,.778,17,36,53,53,7,5,21,50,172,coffeam01,2023
96,John Collins,PF,25,ATL,71,71,2130,359,707,.508,70,240,.292,289,467,.619,.557,143,178,.803,77,385,462,85,42,73,79,220,931,collijo01,2023
97,Zach Collins,C,25,SAS,63,26,1441,284,548,.518,55,147,.374,229,401,.571,.568,108,142,.761,116,286,402,180,37,49,129,199,731,colliza01,2023
98,Chance Comanche,C,26,POR,1,0,21,3,5,.600,0,0,,3,5,.600,.600,1,4,.250,2,1,3,0,0,1,0,0,7,comanch01,2023
99,Mike Conley,PG,35,TOT,67,66,2029,261,610,.428,135,351,.385,126,259,.486,.539,141,169,.834,33,149,182,450,73,14,103,139,798,conlemi01,2023
99,Mike Conley,PG,35,UTA,43,42,1276,153,375,.408,77,213,.362,76,162,.469,.511,78,96,.813,17,90,107,330,44,10,74,94,461,conlemi01,2023
99,Mike Conley,PG,35,MIN,24,24,753,108,235,.460,58,138,.420,50,97,.515,.583,63,73,.863,16,59,75,120,29,4,29,45,337,conlemi01,2023
100,Pat Connaughton,SF,30,MIL,61,33,1443,165,421,.392,109,322,.339,56,99,.566,.521,27,41,.659,50,233,283,77,37,11,33,69,466,connapa01,2023
101,Xavier Cooks,PF,27,WAS,10,1,126,17,28,.607,0,1,.000,17,27,.630,.607,4,10,.400,16,22,38,6,6,4,8,13,38,cooksxa01,2023
102,Robert Covington,PF,32,LAC,48,0,779,102,229,.445,54,136,.397,48,93,.516,.563,30,40,.750,31,135,166,57,38,33,32,86,288,covinro01,2023
103,Torrey Craig,PF,32,PHO,79,60,1948,228,500,.456,100,253,.395,128,247,.518,.556,32,45,.711,145,281,426,117,50,62,73,179,588,craigto01,2023
104,Jae Crowder,PF,32,MIL,18,3,340,45,94,.479,24,55,.436,21,39,.538,.606,10,12,.833,17,52,69,27,12,6,7,27,124,crowdja01,2023
105,Jarrett Culver,SF,23,ATL,10,1,137,17,43,.395,1,12,.083,16,31,.516,.407,9,13,.692,10,28,38,6,6,2,7,14,44,culveja01,2023
106,Cade Cunningham,PG,21,DET,12,12,400,93,224,.415,17,61,.279,76,163,.466,.453,36,43,.837,12,62,74,72,10,7,39,34,239,cunnica01,2023
107,Seth Curry,SG,32,BRK,61,7,1211,208,449,.463,94,232,.405,114,217,.525,.568,51,55,.927,13,87,100,99,36,7,51,96,561,curryse01,2023
108,Stephen Curry,PG,34,GSW,56,56,1941,559,1133,.493,273,639,.427,286,494,.579,.614,257,281,.915,39,302,341,352,52,20,179,117,1648,curryst01,2023
109,Dyson Daniels,PG,19,NOP,59,11,1042,87,208,.418,27,86,.314,60,122,.492,.483,26,40,.650,36,152,188,134,43,11,57,99,227,daniedy01,2023
110,Anthony Davis,C,29,LAL,56,54,1904,542,962,.563,19,74,.257,523,888,.589,.573,348,444,.784,195,507,702,148,59,114,122,146,1451,davisan02,2023
111,Johnny Davis,SG,20,WAS,28,5,423,66,171,.386,17,70,.243,49,101,.485,.436,14,27,.519,10,55,65,28,10,8,17,48,163,davisjo06,2023
112,Terence Davis,SG,25,SAC,64,5,841,154,364,.423,89,243,.366,65,121,.537,.545,34,43,.791,20,119,139,67,43,12,53,104,431,daviste02,2023
113,JD Davison,SG,20,BOS,12,0,66,8,19,.421,2,7,.286,6,12,.500,.474,1,2,.500,2,7,9,11,2,2,4,5,19,davisjd01,2023
114,Darius Days,SF,23,HOU,4,0,25,5,12,.417,3,10,.300,2,2,1.000,.542,2,2,1.000,1,5,6,1,0,1,0,2,15,daysda01,2023
115,Dewayne Dedmon,C,33,TOT,38,1,426,77,151,.510,12,39,.308,65,112,.580,.550,33,49,.673,34,100,134,26,9,19,25,75,199,dedmode01,2023
115,Dewayne Dedmon,C,33,MIA,30,0,350,64,129,.496,11,37,.297,53,92,.576,.539,32,44,.727,28,81,109,16,7,14,19,61,171,dedmode01,2023
115,Dewayne Dedmon,C,33,PHI,8,1,76,13,22,.591,1,2,.500,12,20,.600,.614,1,5,.200,6,19,25,10,2,5,6,14,28,dedmode01,2023
116,Matthew Dellavedova,PG,32,SAC,32,0,213,17,50,.340,9,27,.333,8,23,.348,.430,4,7,.571,1,12,13,41,7,0,10,20,47,dellama01,2023
117,DeMar DeRozan,SF,33,CHI,74,74,2682,657,1303,.504,46,142,.324,611,1161,.526,.522,456,523,.872,34,309,343,377,83,36,153,186,1816,derozde01,2023
118,Moussa Diabaté,C,21,LAC,22,1,195,24,47,.511,1,2,.500,23,45,.511,.521,10,16,.625,31,19,50,4,7,8,9,15,59,diabamo01,2023
119,Mamadi Diakite,C,26,CLE,22,2,176,24,50,.480,7,21,.333,17,29,.586,.550,2,2,1.000,8,22,30,8,4,9,12,26,57,diakima01,2023
120,Hamidou Diallo,SF,24,DET,56,0,996,215,375,.573,5,21,.238,210,354,.593,.580,87,148,.588,57,137,194,55,53,16,71,124,522,diallha01,2023
121,Gorgui Dieng,C,33,SAS,31,1,358,45,117,.385,21,75,.280,24,42,.571,.474,10,13,.769,27,80,107,53,4,14,32,57,121,dienggo01,2023
122,Ousmane Dieng,PF,19,OKC,39,1,569,76,181,.420,26,98,.265,50,83,.602,.492,15,23,.652,19,86,105,46,14,7,26,42,193,diengou01,2023
123,Spencer Dinwiddie,SG-PG,29,TOT,79,79,2725,460,1050,.438,181,490,.369,279,560,.498,.524,268,330,.812,28,242,270,515,67,24,145,187,1369,dinwisp01,2023
123,Spencer Dinwiddie,SG,29,DAL,53,53,1808,316,694,.455,138,341,.405,178,353,.504,.555,170,207,.821,19,144,163,279,39,16,90,124,940,dinwisp01,2023
123,Spencer Dinwiddie,PG,29,BRK,26,26,917,144,356,.404,43,149,.289,101,207,.488,.465,98,123,.797,9,98,107,236,28,8,55,63,429,dinwisp01,2023
124,Donte DiVincenzo,SG,26,GSW,72,36,1894,235,540,.435,150,378,.397,85,162,.525,.574,58,71,.817,80,245,325,252,97,10,112,133,678,divindo01,2023
125,Luka Dončić,PG,23,DAL,66,66,2391,719,1449,.496,185,541,.342,534,908,.588,.560,515,694,.742,54,515,569,529,90,33,236,166,2138,doncilu01,2023
126,Tyler Dorsey,SF,26,DAL,3,0,8,4,5,.800,1,2,.500,3,3,1.000,.900,0,0,,1,1,2,0,0,0,0,0,9,dorsety01,2023
127,Luguentz Dort,SF,23,OKC,74,73,2272,339,873,.388,135,409,.330,204,464,.440,.466,200,259,.772,128,216,344,154,75,23,92,243,1013,dortlu01,2023
128,Ayo Dosunmu,SG,23,CHI,80,51,2098,281,570,.493,59,189,.312,222,381,.583,.545,66,82,.805,45,175,220,206,62,26,99,182,687,dosunay01,2023
129,Devon Dotson,PG,23,WAS,6,0,53,1,10,.100,1,4,.250,0,6,.000,.150,0,0,,6,4,10,8,5,0,3,9,3,dotsode01,2023
